Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST06293,23,Male,Odisha,Mechanical,Tier-3,6.73,79.73,70,25,29,3,1,4,78.0,278,10.0,2,421,18,42,No,1,Not Placed,0.0
ST06294,25,Male,Uttar Pradesh,ECE,Tier-3,7.17,80.22,224,31,58,4,2,6,54.0,276,48.0,6,805,33,55,No,1,Placed,3.31
ST06295,20,Male,Karnataka,EEE,Tier-1,7.39,65.53,147,55,50,5,1,3,32.0,267,38.0,2,734,7,49,No,1,Placed,10.71
ST06296,22,Female,Uttarakhand,Civil,Tier-2,7.71,74.32,115,50,65,3,1,4,61.0,222,69.0,3,696,28,54,No,3,Not Placed,0.0
ST06297,22,Male,Uttar Pradesh,ECE,Tier-1,9.06,67.82,229,32,90,3,2,7,77.0,380,61.0,2,816,17,73,Yes,5,Placed,11.09
ST06298,22,Male,Telangana,Civil,Tier-3,7.2,77.48,119,28,36,1,0,5,55.0,241,31.0,3,627,15,42,No,2,Not Placed,0.0
ST06299,20,Female,Karnataka,ECE,Tier-2,8.17,71.82,98,23,64,4,2,3,32.0,242,41.0,3,370,22,65,No,3,Placed,8.59
ST06300,24,Male,West Bengal,IT,Tier-3,7.46,75.12,349,30,46,3,1,5,83.0,514,46.0,1,2364,20,42,No,2,Placed,13.1
ST06301,20,Male,Karnataka,AIML,Tier-2,8.48,85.64,241,51,79,6,1,3,251.0,1314,52.0,2,1543,18,79,No,1,Placed,20.52
ST06302,21,Male,Delhi,Mechanical,Tier-3,8.8,78.76,119,44,26,2,0,1,55.0,323,3.0,2,643,37,24,No,3,Not Placed,0.0
ST06303,21,Male,Rajasthan,EEE,Tier-3,6.91,72.61,77,21,29,1,0,1,89.0,280,0.0,0,415,19,36,No,4,Not Placed,0.0
ST06304,20,Female,West Bengal,Mechanical,Tier-2,6.05,66.75,96,43,58,1,1,2,21.0,341,31.0,2,781,2,51,No,2,Not Placed,0.0
ST06305,22,Male,Maharashtra,ECE,Tier-3,6.29,77.88,159,33,70,3,1,2,67.0,461,31.0,0,732,18,56,No,4,Not Placed,0.0
ST06306,19,Male,Maharashtra,Civil,Tier-2,8.34,71.78,111,33,51,4,1,4,44.0,298,60.0,1,686,24,54,No,3,Not Placed,0.0
ST06307,22,Female,Haryana,AIML,Tier-1,8.02,77.64,310,63,51,3,0,4,133.0,798,0.0,2,2001,29,49,No,3,Placed,14.52
ST06308,23,Male,Madhya Pradesh,Mechanical,Tier-2,6.67,74.38,91,39,29,1,0,5,28.0,139,0.0,1,693,19,35,Yes,3,Not Placed,0.0
ST06309,20,Female,Karnataka,IT,Tier-2,8.86,82.67,223,47,62,7,2,7,51.0,318,37.0,5,1414,30,56,Yes,2,Placed,12.99
ST06310,22,Male,Uttar Pradesh,CSE,Tier-3,7.08,73.89,179,43,28,2,0,4,68.0,304,8.0,0,1308,25,36,No,3,Not Placed,0.0
ST06311,20,Female,West Bengal,ECE,Tier-2,7.19,65.1,100,19,87,4,0,6,36.0,281,57.0,3,599,13,74,No,1,Not Placed,0.0
ST06312,23,Female,Haryana,AIML,Tier-2,7.25,72.27,392,19,57,4,0,2,,838,6.0,1,2500,27,56,No,0,Placed,14.33
ST06313,24,Female,Madhya Pradesh,CSE,Tier-2,8.58,64.89,294,37,56,5,4,6,125.0,743,57.0,2,1759,11,62,No,1,Placed,12.32
ST06314,20,Male,Gujarat,IT,Tier-3,6.7,68.8,173,46,44,3,1,5,83.0,404,37.0,0,1268,0,38,No,3,Placed,4.46
ST06315,22,Female,Karnataka,Chemical,Tier-2,8.59,81.11,211,38,42,4,0,3,60.0,387,46.0,3,866,32,46,Yes,3,Placed,9.26
ST06316,21,Female,Rajasthan,Civil,Tier-1,8.23,82.42,219,39,60,3,2,4,49.0,316,35.0,3,1018,29,59,No,2,Placed,5.33
ST06317,21,Male,Kerala,Chemical,Tier-3,8.51,71.92,151,72,56,6,2,2,37.0,204,27.0,3,879,28,63,No,1,Not Placed,0.0
ST06318,22,Male,Tamil Nadu,CSE,Tier-3,8.0,89.1,263,22,63,6,0,4,223.0,1652,46.0,4,1972,28,51,No,1,Placed,21.29
ST06319,21,Male,Telangana,CSE,Tier-3,7.65,62.85,174,52,49,7,1,3,93.0,667,52.0,4,849,20,49,No,4,Placed,9.62
ST06320,21,Female,Karnataka,AIML,Tier-2,8.09,78.33,287,28,53,5,0,3,172.0,692,45.0,3,1803,17,65,No,2,Placed,10.47
ST06321,20,Female,Tamil Nadu,Mechanical,Tier-3,7.43,76.9,154,52,51,1,0,5,37.0,254,16.0,1,653,23,55,No,3,Not Placed,0.0
ST06322,21,Male,Kerala,Chemical,Tier-2,6.9,75.33,217,27,44,2,1,4,53.0,266,47.0,1,673,3,41,Yes,4,Not Placed,0.0
ST06323,23,Male,Maharashtra,IT,Tier-3,7.91,77.33,420,41,74,2,1,4,100.0,726,27.0,4,2408,18,64,No,1,Placed,11.08
ST06324,19,Male,Rajasthan,EEE,Tier-1,7.69,74.42,212,29,54,4,1,6,96.0,349,20.0,2,817,14,69,No,2,Placed,6.61
ST06325,21,Male,Maharashtra,CSE,Tier-2,8.57,88.53,216,28,44,1,2,6,63.0,456,39.0,4,1557,14,42,No,0,Placed,11.76
ST06326,20,Female,Tamil Nadu,EEE,Tier-3,8.39,68.85,137,31,58,2,0,4,39.0,298,47.0,2,716,16,55,No,0,Not Placed,0.0
ST06327,23,Male,Delhi,Civil,Tier-1,8.25,73.37,178,42,57,2,0,2,41.0,288,11.0,1,814,15,59,No,1,Placed,7.46
ST06328,21,Female,Maharashtra,EEE,Tier-2,8.34,76.79,108,38,78,4,1,4,26.0,334,16.0,1,682,7,69,No,2,Placed,13.18
ST06329,21,Male,West Bengal,EEE,Tier-3,7.77,73.15,159,26,56,2,1,3,35.0,276,47.0,3,902,33,43,No,6,Not Placed,0.0
ST06330,20,Male,Tamil Nadu,ECE,Tier-3,7.78,67.65,142,47,35,3,1,6,60.0,454,33.0,1,894,33,33,No,1,Placed,6.67
ST06331,21,Female,Rajasthan,ECE,Tier-2,6.96,75.83,155,12,70,0,3,2,34.0,302,51.0,1,684,12,63,No,0,Not Placed,0.0
ST06332,24,Male,Chhattisgarh,IT,Tier-3,7.57,75.27,230,42,48,5,0,2,86.0,691,19.0,1,1666,6,44,No,3,Placed,11.26
ST06333,21,Female,Uttar Pradesh,Civil,Tier-3,7.73,85.81,171,34,71,2,0,4,72.0,309,18.0,2,896,15,65,No,1,Placed,4.69
ST06334,21,Female,Maharashtra,EEE,Tier-3,7.66,79.54,97,48,38,5,4,2,58.0,254,41.0,1,593,28,46,No,3,Placed,3.07
ST06335,22,Female,Haryana,AIML,Tier-2,7.73,81.67,308,59,59,1,1,4,152.0,622,40.0,5,1972,20,53,No,3,Placed,10.85
ST06336,21,Female,Tamil Nadu,ECE,Tier-3,7.53,80.75,79,32,61,1,2,2,24.0,239,47.0,3,655,15,72,No,2,Not Placed,0.0
ST06337,21,Male,Karnataka,CSE,Tier-2,9.27,71.92,267,46,40,3,5,9,64.0,335,35.0,6,1844,29,48,Yes,2,Placed,13.3
ST06338,20,Male,Kerala,CSE,Tier-1,7.87,72.23,297,49,87,6,3,9,105.0,647,67.0,1,1899,11,71,No,1,Placed,10.04
ST06339,20,Female,Karnataka,CSE,Tier-1,8.38,74.08,410,46,64,4,3,3,303.0,984,40.0,1,2134,26,70,No,1,Placed,39.57
ST06340,22,Male,Delhi,Civil,Tier-2,7.53,81.39,95,50,60,1,2,5,93.0,319,11.0,2,624,22,64,No,3,Not Placed,0.0
ST06341,23,Female,Tamil Nadu,AIML,Tier-2,7.79,75.64,220,31,20,2,3,4,163.0,501,24.0,3,1973,21,29,Yes,5,Placed,10.51
ST06342,23,Male,Gujarat,Chemical,Tier-1,9.9,72.28,1030,92,83,6,3,3,374.0,3871,32.0,1,1619,17,51,No,2,Placed,36.38
ST06343,23,Female,West Bengal,IT,Tier-2,7.02,71.75,220,39,41,5,0,3,127.0,571,25.0,0,1313,20,45,No,3,Placed,6.41
ST06344,21,Male,Telangana,IT,Tier-3,6.95,79.5,176,41,68,7,0,6,111.0,367,11.0,4,1306,28,61,No,3,Placed,8.26
ST06345,20,Female,Andhra Pradesh,Mechanical,Tier-1,6.58,63.87,155,28,35,2,1,1,33.0,256,23.0,0,455,10,26,No,5,Placed,4.14
ST06346,22,Male,Karnataka,AIML,Tier-3,7.47,73.96,228,35,36,5,1,3,88.0,470,32.0,3,1351,14,44,No,1,Placed,8.11
ST06347,24,Male,Maharashtra,Civil,Tier-2,6.76,81.86,101,23,56,1,2,3,36.0,163,0.0,1,710,14,52,No,2,Placed,4.67
ST06348,22,Female,Punjab,EEE,Tier-2,6.6,74.52,154,41,62,0,1,1,47.0,304,19.0,3,937,9,59,No,3,Placed,8.12
ST06349,21,Male,Kerala,CSE,Tier-3,9.2,76.66,209,51,61,7,3,3,107.0,407,16.0,2,1465,20,49,No,5,Placed,9.4
ST06350,22,Male,Punjab,Chemical,Tier-1,8.75,79.75,168,48,69,3,1,2,51.0,337,50.0,3,977,25,56,No,0,Not Placed,0.0
ST06351,22,Male,Gujarat,AIML,Tier-2,9.27,69.34,277,38,47,5,3,10,242.0,867,21.0,2,1487,25,35,No,4,Placed,20.33
ST06352,23,Male,Telangana,AIML,Tier-3,7.32,68.58,176,45,34,2,1,5,50.0,292,26.0,6,1808,20,37,No,1,Not Placed,0.0
ST06353,22,Male,Delhi,Civil,Tier-2,7.28,70.94,148,23,79,7,1,3,49.0,261,40.0,0,1018,18,62,No,5,Not Placed,0.0
ST06354,21,Male,Gujarat,IT,Tier-1,8.13,68.14,285,52,75,6,3,5,122.0,541,51.0,4,1817,17,71,No,1,Placed,47.55
ST06355,20,Male,Maharashtra,Mechanical,Tier-2,7.87,79.77,107,21,54,5,0,4,71.0,291,37.0,2,652,28,51,Yes,6,Placed,5.53
ST06356,21,Male,Uttar Pradesh,CSE,Tier-1,7.51,65.64,292,65,53,7,1,3,115.0,719,69.0,6,1881,15,44,No,2,Placed,20.58
ST06357,20,Female,Karnataka,Chemical,Tier-2,6.9,80.24,113,73,54,0,1,3,37.0,175,17.0,5,644,9,53,No,2,Placed,2.24
ST06358,24,Female,Uttar Pradesh,IT,Tier-2,8.06,79.38,198,55,51,3,1,3,172.0,597,25.0,3,1427,32,52,No,1,Placed,10.27
ST06359,21,Male,Rajasthan,CSE,Tier-3,6.06,64.65,205,31,44,2,2,2,105.0,801,9.0,2,1464,2,50,Yes,5,Not Placed,0.0
ST06360,21,Male,Uttar Pradesh,Chemical,Tier-3,7.9,71.54,131,32,38,3,0,3,32.0,261,0.0,0,747,14,41,No,2,Not Placed,0.0
ST06361,20,Male,Rajasthan,Mechanical,Tier-2,7.3,73.13,170,27,70,2,4,4,38.0,358,35.0,1,740,30,70,Yes,4,Placed,9.9
ST06362,22,Female,Chhattisgarh,Mechanical,Tier-3,8.06,81.93,86,40,41,3,0,2,113.0,299,19.0,1,640,3,49,Yes,2,Placed,3.21
ST06363,21,Female,Bihar,ECE,Tier-3,8.31,75.97,84,53,43,3,3,5,26.0,276,17.0,4,496,25,54,No,1,Placed,7.31
ST06364,19,Male,Haryana,Mechanical,Tier-2,8.04,82.56,138,43,69,1,2,3,41.0,374,53.0,2,454,16,58,No,1,Placed,9.72
ST06365,23,Male,Kerala,AIML,Tier-3,6.41,70.27,344,74,54,4,1,2,139.0,611,22.0,1,2240,26,47,No,1,Placed,5.19
ST06366,21,Female,Uttar Pradesh,ECE,Tier-2,6.27,74.41,118,27,78,1,1,1,40.0,296,19.0,1,645,19,72,No,1,Not Placed,0.0
ST06367,21,Male,Rajasthan,IT,Tier-1,6.46,80.63,237,29,36,3,1,7,256.0,743,12.0,3,1913,19,42,No,1,Placed,11.37
ST06368,20,Male,West Bengal,ECE,Tier-2,7.12,74.13,97,36,54,2,0,5,32.0,214,40.0,1,700,18,53,Yes,7,Placed,7.71
ST06369,21,Male,Jharkhand,CSE,Tier-3,6.13,62.11,263,35,49,3,2,5,151.0,777,58.0,2,1721,20,43,Yes,2,Not Placed,0.0
ST06370,22,Other,Andhra Pradesh,Mechanical,Tier-3,7.34,71.99,137,30,57,3,2,1,62.0,257,19.0,3,845,25,46,No,3,Placed,2.2
ST06371,23,Male,Uttar Pradesh,AIML,Tier-1,7.01,85.84,291,48,61,7,0,2,243.0,1145,53.0,5,1737,29,48,No,3,Placed,20.4
ST06372,19,Male,Haryana,ECE,Tier-2,7.03,68.8,139,15,59,2,2,2,36.0,294,24.0,1,714,6,60,No,0,Not Placed,0.0
ST06373,25,Female,Rajasthan,EEE,Tier-2,7.51,61.06,87,58,68,1,2,5,32.0,182,50.0,1,572,24,63,No,2,Placed,3.44
ST06374,22,Male,Maharashtra,CSE,Tier-3,7.7,67.84,201,44,38,4,0,3,51.0,374,38.0,1,1677,22,41,Yes,4,Not Placed,0.0
ST06375,20,Male,Delhi,IT,Tier-2,6.83,70.05,214,30,68,1,2,8,135.0,745,54.0,1,1355,11,59,Yes,2,Placed,6.94
ST06376,20,Male,Delhi,AIML,Tier-1,7.4,76.9,371,56,53,6,2,6,170.0,685,31.0,3,2209,25,46,No,0,Placed,10.06
ST06377,20,Other,West Bengal,CSE,Tier-1,8.06,83.63,249,49,65,8,1,4,62.0,746,16.0,7,1378,12,61,Yes,1,Placed,21.21
ST06378,23,Male,Bihar,Mechanical,Tier-2,7.4,67.85,350,28,30,3,4,1,76.0,433,15.0,4,1332,4,46,No,2,Placed,7.79
ST06379,20,Male,Delhi,ECE,Tier-2,7.38,82.75,148,31,35,2,0,1,46.0,410,8.0,1,775,12,38,No,2,Placed,5.21
ST06380,21,Female,Kerala,ECE,Tier-3,7.94,80.26,76,35,39,1,0,3,30.0,206,25.0,2,526,17,43,No,1,Not Placed,0.0
ST06381,22,Female,Tamil Nadu,CSE,Tier-3,6.59,78.35,237,41,28,1,0,1,170.0,645,0.0,1,1647,12,41,No,3,Placed,7.39
ST06382,23,Male,Maharashtra,ECE,Tier-2,8.21,83.0,221,51,51,1,4,4,67.0,568,18.0,2,697,12,57,Yes,4,Placed,5.14
ST06383,22,Male,Uttar Pradesh,AIML,Tier-3,9.3,76.92,207,46,66,4,3,4,80.0,309,26.0,4,1784,31,58,No,3,Placed,8.01
ST06384,22,Male,Andhra Pradesh,CSE,Tier-2,7.74,87.22,203,43,52,4,2,3,128.0,705,,5,1202,37,57,Yes,1,Placed,10.03
ST06385,20,Male,Haryana,ECE,Tier-1,7.37,82.62,268,81,66,5,3,4,67.0,431,50.0,1,1000,20,64,No,2,Placed,14.02
ST06386,23,Male,West Bengal,Mechanical,Tier-1,6.52,71.39,296,20,93,3,2,5,97.0,534,51.0,1,1054,0,85,No,2,Placed,5.78
ST06387,20,Female,Uttar Pradesh,CSE,Tier-2,7.08,82.38,216,34,59,8,0,2,99.0,964,30.0,4,1891,0,37,No,1,Placed,6.67
ST06388,19,Female,Telangana,CSE,Tier-2,7.81,93.29,279,49,56,2,1,5,83.0,513,12.0,2,1392,22,54,No,3,Placed,8.91
ST06389,25,Female,Assam,Mechanical,Tier-3,7.25,80.07,95,56,35,2,0,3,42.0,190,46.0,0,501,8,43,No,1,Not Placed,0.0
ST06390,20,Male,Karnataka,AIML,Tier-3,7.31,59.89,187,38,53,2,2,2,128.0,394,33.0,0,1864,20,51,No,4,Placed,5.72
ST06391,20,Male,Karnataka,CSE,Tier-3,7.26,61.88,171,15,62,2,1,5,98.0,438,27.0,3,1498,21,61,No,5,Placed,8.57
ST06392,22,Female,Delhi,Chemical,Tier-3,6.93,74.21,74,56,39,5,3,3,23.0,133,34.0,0,609,19,40,No,4,Not Placed,0.0
ST06393,20,Male,Gujarat,CSE,Tier-2,7.45,67.54,274,55,59,4,3,3,79.0,802,56.0,7,1759,6,54,Yes,2,Placed,10.46
ST06394,20,Male,Uttar Pradesh,Mechanical,Tier-2,6.81,66.75,147,33,36,1,1,2,,419,0.0,0,823,17,42,Yes,1,Not Placed,0.0
ST06395,21,Male,Maharashtra,Mechanical,Tier-1,9.81,75.5,1075,98,85,14,4,4,724.0,1167,22.0,1,2062,18,50,Yes,2,Placed,49.99
ST06396,22,Male,Andhra Pradesh,IT,Tier-2,7.63,71.87,259,63,50,4,0,4,,977,31.0,2,1613,8,44,No,3,Placed,20.11
ST06397,22,Male,Karnataka,ECE,Tier-2,8.69,83.87,158,48,62,6,1,1,54.0,416,14.0,0,754,37,63,No,3,Placed,5.34
ST06398,20,Male,Maharashtra,ECE,Tier-3,6.7,78.38,89,40,20,1,1,4,25.0,124,0.0,1,576,27,35,No,1,Placed,2.45
ST06399,21,Female,Tamil Nadu,AIML,Tier-3,7.97,68.38,238,46,48,0,1,4,82.0,479,45.0,1,2062,24,47,No,4,Placed,5.22
ST06400,22,Male,Karnataka,AIML,Tier-1,8.47,79.15,275,35,75,6,3,8,88.0,458,64.0,1,1793,23,61,Yes,3,Placed,10.31
ST06401,20,Male,Uttar Pradesh,Chemical,Tier-3,7.14,69.45,181,33,56,3,0,3,51.0,494,52.0,3,751,19,52,No,3,Not Placed,0.0
ST06402,20,Male,Rajasthan,AIML,Tier-2,6.93,77.31,184,51,52,7,0,2,80.0,659,18.0,2,1589,19,48,No,3,Not Placed,0.0
ST06403,18,Male,Maharashtra,Mechanical,Tier-3,8.49,75.71,152,38,11,3,0,7,41.0,665,8.0,1,658,20,47,Yes,6,Not Placed,0.0
ST06404,21,Male,Telangana,ECE,Tier-3,6.24,76.58,46,45,69,0,1,2,11.0,89,78.0,1,515,27,61,Yes,3,Not Placed,0.0
ST06405,20,Male,Telangana,EEE,Tier-2,6.81,71.32,131,34,39,5,2,3,65.0,331,29.0,1,731,7,44,Yes,3,Placed,8.97
ST06406,22,Male,Maharashtra,ECE,Tier-3,6.44,81.65,143,29,64,1,2,2,42.0,362,40.0,4,671,15,56,No,3,Placed,3.61
ST06407,24,Male,Rajasthan,EEE,Tier-2,6.93,74.04,150,60,43,4,5,2,68.0,395,10.0,2,732,19,35,No,1,Placed,9.18
ST06408,20,Female,Maharashtra,ECE,Tier-3,7.15,62.19,106,38,33,5,1,1,36.0,411,7.0,1,755,7,43,No,4,Not Placed,0.0
ST06409,22,Male,Bihar,ECE,Tier-2,8.76,82.0,141,30,52,1,1,3,36.0,228,25.0,4,704,37,59,Yes,3,Placed,7.87
ST06410,20,Male,West Bengal,Mechanical,Tier-3,6.99,70.28,59,39,26,3,3,2,38.0,368,0.0,2,495,18,31,No,5,Not Placed,0.0
ST06411,18,Other,Tamil Nadu,Civil,Tier-3,9.14,65.08,110,25,30,5,3,5,55.0,252,2.0,1,720,21,37,No,2,Not Placed,0.0
ST06412,22,Female,Bihar,AIML,Tier-2,8.27,74.17,225,59,72,6,2,7,146.0,1167,46.0,3,1550,37,69,Yes,5,Placed,11.32
ST06413,21,Female,Uttar Pradesh,CSE,Tier-1,7.32,77.3,260,18,76,4,4,5,160.0,594,47.0,2,1722,29,69,Yes,5,Placed,21.48
ST06414,24,Male,Tamil Nadu,Mechanical,Tier-3,6.93,77.62,148,27,35,2,1,2,61.0,331,32.0,2,499,26,45,No,2,Placed,2.58
ST06415,21,Female,Uttar Pradesh,AIML,Tier-1,7.92,80.0,434,66,54,7,1,3,262.0,970,58.0,5,2403,19,51,No,2,Placed,42.02
ST06416,20,Male,Delhi,Civil,Tier-2,7.56,74.07,88,37,25,4,2,0,45.0,167,11.0,1,482,14,36,Yes,4,Not Placed,0.0
ST06417,21,Male,Gujarat,CSE,Tier-2,6.51,68.24,249,44,49,4,2,4,94.0,630,0.0,1,1867,24,51,Yes,2,Placed,1.5
ST06418,20,Female,West Bengal,CSE,Tier-2,6.88,65.68,213,32,46,2,1,3,102.0,412,56.0,2,2013,16,37,No,0,Placed,5.1
ST06419,23,Male,Bihar,CSE,Tier-3,6.04,75.2,144,38,71,8,2,2,82.0,346,43.0,1,1209,12,64,Yes,1,Placed,7.21
ST06420,22,Female,Odisha,CSE,Tier-2,8.99,83.7,279,38,56,5,2,5,120.0,888,54.0,3,2040,29,48,Yes,4,Placed,11.71
ST06421,20,Other,Karnataka,Mechanical,Tier-2,7.62,70.25,235,38,56,2,1,5,93.0,392,17.0,2,1054,22,49,No,1,Placed,4.4
ST06422,21,Male,Madhya Pradesh,IT,Tier-3,7.09,83.0,174,20,55,5,1,4,135.0,624,30.0,5,1289,12,57,No,4,Placed,6.87
ST06423,22,Male,Maharashtra,Chemical,Tier-1,7.18,79.34,252,41,55,2,1,3,77.0,389,0.0,0,799,18,58,No,3,Placed,6.26
ST06424,22,Female,Odisha,IT,Tier-3,6.88,78.45,261,47,59,3,1,3,87.0,598,37.0,5,2027,2,60,Yes,4,Placed,8.54
ST06425,19,Male,Tamil Nadu,Mechanical,Tier-1,6.5,70.67,233,35,70,3,0,2,95.0,675,46.0,2,894,10,45,Yes,3,Placed,8.19
ST06426,18,Male,Tamil Nadu,Mechanical,Tier-3,7.49,88.04,169,43,52,2,0,1,54.0,241,23.0,2,727,29,51,No,0,Not Placed,0.0
ST06427,19,Male,Uttar Pradesh,IT,Tier-2,8.16,70.45,277,30,61,5,0,5,75.0,447,31.0,3,1980,29,51,No,4,Placed,11.54
ST06428,21,Female,Karnataka,Civil,Tier-3,8.68,62.89,104,61,80,4,2,4,34.0,243,71.0,0,650,34,68,No,2,Placed,9.79
ST06429,21,Female,Haryana,IT,Tier-1,8.42,83.34,330,57,27,3,5,3,197.0,725,1.0,2,2217,27,31,No,2,Placed,37.71
ST06430,20,Male,Maharashtra,ECE,Tier-3,7.99,82.32,76,51,31,5,0,3,16.0,132,29.0,0,483,10,38,No,1,Placed,4.56
ST06431,21,Female,Uttar Pradesh,IT,Tier-2,8.49,83.16,205,30,48,2,2,3,513.0,1237,27.0,1,1514,26,56,Yes,1,Placed,22.89
ST06432,21,Female,Madhya Pradesh,ECE,Tier-2,7.37,82.3,145,52,68,2,1,2,76.0,416,20.0,3,656,22,69,Yes,1,Placed,8.16
ST06433,19,Male,West Bengal,CSE,Tier-2,6.36,78.48,188,40,56,4,1,1,95.0,621,57.0,2,1328,18,50,No,2,Placed,12.81
ST06434,23,Male,Delhi,IT,Tier-1,8.41,85.41,256,41,73,5,4,3,150.0,491,22.0,2,1545,34,70,Yes,1,Placed,13.54
ST06435,21,Male,Uttarakhand,Chemical,Tier-1,7.14,75.66,184,39,61,4,1,3,64.0,339,52.0,4,938,19,52,No,3,Placed,5.96
ST06436,21,Female,Maharashtra,Civil,Tier-1,7.67,77.36,211,33,52,4,1,3,53.0,308,23.0,2,831,13,66,No,3,Placed,8.94
ST06437,21,Male,Tamil Nadu,Civil,Tier-2,6.64,72.33,117,35,65,2,1,1,30.0,261,28.0,0,535,22,55,Yes,3,Placed,4.95
ST06438,20,Male,Maharashtra,Mechanical,Tier-3,8.33,84.29,173,51,44,5,0,7,65.0,755,4.0,2,767,18,48,Yes,3,Not Placed,0.0
ST06439,23,Male,Karnataka,EEE,Tier-1,8.47,72.35,252,48,79,2,2,4,66.0,341,76.0,1,1224,25,69,No,3,Placed,13.27
ST06440,21,Male,Karnataka,Civil,Tier-1,6.56,70.11,134,61,45,1,0,4,77.0,315,16.0,1,695,23,51,No,2,Placed,7.2
ST06441,21,Male,Delhi,ECE,Tier-1,7.84,67.77,157,40,84,2,2,3,53.0,405,35.0,2,583,7,71,No,4,Placed,9.56
ST06442,23,Male,Tamil Nadu,Civil,Tier-2,8.38,81.45,151,44,67,2,0,2,66.0,556,34.0,0,590,23,64,No,2,Not Placed,0.0
ST06443,23,Male,West Bengal,IT,Tier-2,7.39,85.22,246,22,51,3,1,7,157.0,1004,34.0,2,1712,15,48,No,1,Placed,10.08
ST06444,22,Female,Rajasthan,EEE,Tier-1,7.74,69.13,204,43,44,0,0,1,95.0,389,26.0,1,919,28,49,No,2,Placed,12.73
ST06445,20,Female,Uttar Pradesh,ECE,Tier-2,8.32,65.2,144,40,46,4,2,2,38.0,288,58.0,2,527,18,47,No,1,Placed,1.53
ST06446,20,Female,Andhra Pradesh,CSE,Tier-2,7.27,72.9,304,28,52,3,2,2,97.0,561,27.0,3,2120,26,55,No,1,Not Placed,0.0
ST06447,22,Male,Karnataka,CSE,Tier-2,7.43,76.0,175,51,71,4,1,2,69.0,648,40.0,0,1171,24,59,Yes,1,Placed,6.07
ST06448,21,Male,Rajasthan,Chemical,Tier-3,8.02,74.59,81,55,46,5,0,6,62.0,207,25.0,3,529,13,48,No,2,Placed,6.01
ST06449,22,Female,Uttar Pradesh,EEE,Tier-2,6.64,62.9,112,38,67,0,0,2,55.0,236,53.0,4,714,28,63,No,2,Not Placed,0.0
ST06450,22,Male,Haryana,CSE,Tier-3,6.77,79.41,143,32,39,3,2,2,82.0,359,19.0,3,1242,13,44,No,1,Placed,9.28
ST06451,20,Male,Andhra Pradesh,Chemical,Tier-2,6.05,71.73,75,39,52,3,2,0,40.0,363,10.0,1,632,26,59,No,1,Not Placed,0.0
ST06452,20,Male,Gujarat,Chemical,Tier-2,9.21,92.11,209,68,53,7,4,2,55.0,554,38.0,1,867,31,50,No,4,Placed,5.93
ST06453,21,Male,Tamil Nadu,Mechanical,Tier-3,7.45,80.68,187,54,88,2,0,3,65.0,351,30.0,0,807,16,78,No,1,Not Placed,0.0
ST06454,20,Male,Uttar Pradesh,AIML,Tier-3,8.24,70.5,224,44,67,5,0,3,70.0,470,42.0,2,1614,33,46,No,2,Placed,10.81
ST06455,22,Female,Uttar Pradesh,AIML,Tier-2,6.49,74.14,191,44,64,4,2,0,136.0,950,31.0,2,1194,23,47,No,1,Placed,11.65
ST06456,22,Female,West Bengal,Civil,Tier-3,8.4,81.07,227,54,56,0,1,6,55.0,379,42.0,0,907,7,62,Yes,3,Placed,2.19
ST06457,21,Female,Telangana,CSE,Tier-3,7.1,84.17,193,60,69,4,1,4,55.0,770,36.0,5,1594,9,68,No,2,Placed,8.65
ST06458,22,Other,Punjab,AIML,Tier-3,8.52,73.26,186,70,26,6,1,3,142.0,1351,18.0,3,1653,18,34,No,0,Placed,11.05
ST06459,21,Female,Maharashtra,CSE,Tier-2,7.33,64.73,206,35,19,3,1,4,51.0,655,14.0,1,1584,25,37,No,1,Placed,5.76
ST06460,22,Male,Madhya Pradesh,Mechanical,Tier-2,6.58,71.3,72,45,60,4,1,3,28.0,260,23.0,3,666,14,55,No,3,Not Placed,0.0
ST06461,20,Male,Bihar,IT,Tier-2,8.42,75.59,223,33,50,5,1,1,124.0,482,36.0,1,1401,15,42,Yes,1,Placed,11.21
ST06462,22,Female,Karnataka,Civil,Tier-2,7.55,72.61,146,44,43,4,1,6,37.0,344,11.0,2,1063,6,59,No,1,Not Placed,0.0
ST06463,22,Male,Maharashtra,Mechanical,Tier-1,6.75,73.97,131,39,74,1,2,1,75.0,257,37.0,1,696,5,59,Yes,2,Placed,6.83
ST06464,20,Female,Andhra Pradesh,Chemical,Tier-3,5.95,50.0,166,31,16,6,0,3,46.0,219,39.0,3,813,11,38,No,4,Not Placed,0.0
ST06465,21,Male,Maharashtra,AIML,Tier-3,7.7,66.74,244,51,64,2,0,6,87.0,1118,12.0,3,1712,27,47,No,2,Placed,11.26
ST06466,23,Male,Karnataka,ECE,Tier-3,7.33,74.33,94,40,71,5,1,4,20.0,196,32.0,1,649,17,60,No,0,Not Placed,0.0
ST06467,20,Female,Telangana,EEE,Tier-3,7.53,73.51,136,38,32,1,1,2,37.0,264,29.0,1,736,19,42,No,3,Placed,2.6
